Real_Input,Imag_Input,Real_FFT_Output,Imag_FFT_Output
-0.31623,-0.94868,-0.25792,-0.92643
0.94868,0.94868,0.98091,0.76155
-0.94868,-0.94868,-1.0332,-0.87941
-0.31623,0.94868,-0.15321,1.118
-0.31623,-0.31623,-0.26707,-0.33698
0.94868,-0.31623,0.90479,-0.32027
0.31623,-0.94868,0.4495,-0.89974
-0.31623,0.94868,-0.2473,0.88078
0.94868,-0.31623,0.90585,-0.30611
-0.31623,0.31623,-0.27193,0.27837
-0.31623,-0.31623,-0.33484,-0.45719
0.31623,0.94868,0.46221,0.93195
0.31623,0.31623,0.28921,0.29573
0.94868,0.94868,0.95266,0.93783
0.31623,0.31623,0.41656,0.36547
0.94868,0.94868,0.83366,0.87655
0.31623,-0.31623,0.25654,-0.2997
-0.31623,0.94868,-0.34007,0.89621
-0.94868,-0.31623,-0.98552,-0.3941
-0.94868,-0.94868,-0.86525,-0.87655
0.31623,0.94868,0.27559,0.94931
-0.31623,0.31623,-0.33184,0.26068
-0.31623,-0.31623,-0.2869,-0.19261
-0.94868,-0.94868,-0.92084,-0.88155
-0.94868,-0.94868,-1.0158,-0.99727
0.94868,0.94868,0.9234,0.82985
-0.31623,0.31623,-0.32715,0.33545
-0.31623,-0.31623,-0.25607,-0.35237
-0.94868,-0.31623,-1.0149,-0.37759
-0.94868,0.94868,-0.83948,0.9838
0.31623,-0.31623,0.31154,-0.31536
0.31623,-0.31623,0.37493,-0.29802
-0.31623,-0.94868,-0.36359,-1.0107
0.94868,-0.31623,0.95595,-0.18397
-0.31623,0.31623,-0.21306,0.31691
0.94868,0.31623,0.85206,0.23658
-0.94868,0.31623,-1.049,0.33151
0.31623,0.94868,0.35565,0.96778
0.94868,0.94868,1.0518,0.91832
-0.31623,-0.31623,-0.42519,-0.22964
-0.31623,0.31623,-0.43363,0.17958
0.94868,0.94868,1.0151,0.85103
-0.94868,0.31623,-0.91479,0.33944
-0.94868,0.31623,-0.88068,0.29796
-0.31623,-0.31623,-0.29629,-0.39005
0.31623,-0.31623,0.30135,-0.27461
0.31623,0.31623,0.25522,0.35864
-0.31623,0.31623,-0.19736,0.33951
0.94868,-0.31623,0.95692,-0.41586
-0.31623,0.94868,-0.33967,0.81983
0.94868,0.31623,0.90337,0.516
0.94868,0.94868,0.95745,1.0389
-0.94868,0.31623,-1.0257,0.26239
0.31623,0.94868,0.24731,0.98671
0.31623,-0.94868,0.27514,-0.9783
-0.94868,-0.94868,-0.97623,-0.87869
0.31623,0.94868,0.33238,0.96046
0.31623,-0.94868,0.25464,-0.91791
-0.94868,0.31623,-1.0081,0.30713
0.31623,0.94868,0.26432,0.96225
0.31623,-0.31623,0.34753,-0.42445
-0.94868,0.94868,-1.0338,0.97838
0.94868,-0.94868,0.94336,-0.99176
0.94868,-0.31623,0.96671,-0.23676
0.31623,-0.94868,0.23293,-0.8905
-0.31623,-0.94868,-0.40539,-0.98674
0.31623,0.31623,0.34654,0.23289
-0.94868,0.94868,-1.0493,0.96361
-0.94868,-0.31623,-0.83079,-0.25762
-0.94868,0.31623,-1.0382,0.2596
0.31623,-0.31623,0.26205,-0.31816
-0.31623,-0.31623,-0.37646,-0.33989
0.94868,-0.31623,1.0376,-0.21761
0.94868,0.94868,1.0058,0.83876
-0.31623,-0.31623,-0.19166,-0.25289
-0.31623,0.31623,-0.36132,0.29429
0.94868,0.94868,0.93967,0.90277
0.94868,0.94868,0.73845,0.91501
0.31623,-0.31623,0.18846,-0.32104
-0.94868,-0.31623,-0.93788,-0.32624
0.94868,-0.31623,0.9348,-0.33533
-0.94868,0.94868,-0.99334,0.84603
0.94868,-0.94868,0.9961,-1.0284
-0.94868,0.94868,-0.98755,0.94212
-0.31623,0.94868,-0.23039,1.0006
-0.94868,0.31623,-1.0681,0.2527
0.31623,-0.94868,0.35504,-1.0259
-0.94868,-0.94868,-0.9136,-0.98344
-0.94868,-0.31623,-0.90098,-0.28807
0.94868,-0.31623,0.93071,-0.29385
-0.94868,0.94868,-0.88849,1.0033
0.31623,0.31623,0.39868,0.37483
-0.31623,0.94868,-0.22705,0.98571
0.31623,-0.31623,0.36013,-0.23761
0.94868,-0.31623,1.0004,-0.39402
0.31623,-0.31623,0.28921,-0.40194
-0.31623,-0.31623,-0.24972,-0.35187
-0.94868,0.94868,-0.91272,0.9829
0.31623,-0.31623,0.31561,-0.24346
0.31623,0.31623,0.39485,0.42532
0.31623,-0.94868,0.35611,-0.86638
-0.31623,-0.94868,-0.23457,-1.2295
0.94868,0.94868,1.0738,1.0401
-0.31623,-0.31623,-0.26881,-0.53503
-0.31623,0.31623,-0.46145,0.41238
0.94868,0.31623,0.89646,0.30435
0.31623,0.31623,0.33697,0.3308
-0.31623,-0.31623,-0.31114,-0.34843
-0.94868,-0.94868,-0.84687,-0.91243
0.31623,-0.94868,0.37378,-0.91062
0.94868,0.31623,0.9611,0.28767
-0.31623,0.94868,-0.34381,0.93513
-0.31623,-0.94868,-0.3272,-1.0149
0.31623,-0.94868,0.30805,-0.97325
-0.31623,-0.94868,-0.1936,-1.0162
-0.94868,0.31623,-0.97366,0.22363
-0.94868,0.31623,-1.0673,0.27385
0.94868,0.94868,1.0016,1.059
-0.31623,-0.94868,-0.28877,-0.94737
-0.31623,-0.94868,-0.35498,-1.1713
0.31623,-0.94868,0.23602,-1.0564
0.94868,-0.94868,0.91137,-1.1178
-0.31623,-0.94868,-0.31901,-0.92902
-0.31623,-0.94868,-0.3348,-1.0084
-0.94868,-0.94868,-0.93867,-0.96839
0.31623,0.31623,0.26201,0.27027
-0.94868,0.94868,-0.89326,0.99576
0.94868,0.31623,0.9299,0.30278
-0.31623,0.94868,-0.3182,0.90685
-0.94868,0.94868,-0.97658,0.82596
-0.94868,-0.94868,-0.99982,-0.89493
-0.31623,-0.94868,-0.37206,-0.86917
0.31623,-0.94868,0.2357,-1.0021
0.94868,-0.94868,0.83115,-0.90213
-0.94868,0.94868,-0.95589,1.0443
0.31623,0.94868,0.34974,0.91836
-0.94868,0.94868,-0.87492,0.92041
-0.94868,0.31623,-0.83596,0.39514
-0.31623,0.94868,-0.35601,0.87023
0.94868,-0.31623,0.99291,-0.39465
0.94868,-0.31623,0.93968,-0.34559
0.94868,0.94868,0.97516,0.99341
-0.31623,0.94868,-0.36192,0.87041
0.94868,-0.31623,0.92836,-0.35753
0.31623,-0.94868,0.24915,-0.88262
-0.94868,-0.94868,-0.94487,-0.96169
-0.94868,0.31623,-0.76611,0.30913
-0.31623,0.31623,-0.35152,0.37907
0.94868,-0.31623,0.96619,-0.33979
-0.31623,0.31623,-0.35584,0.20087
0.31623,-0.31623,0.26792,-0.30365
0.94868,-0.31623,0.98262,-0.32637
0.94868,-0.31623,0.89853,-0.28282
-0.31623,-0.94868,-0.32509,-0.99227
-0.31623,0.31623,-0.23125,0.25553
0.94868,0.94868,0.90305,0.92221
-0.31623,-0.94868,-0.3919,-0.86526
-0.94868,-0.94868,-0.95868,-0.91146
-0.94868,-0.94868,-0.87829,-0.96088
-0.94868,0.31623,-0.97691,0.26441
-0.31623,0.94868,-0.28482,0.88375
0.94868,0.31623,1.0186,0.26377
0.94868,0.31623,0.99349,0.36806
0.94868,-0.31623,0.89611,-0.28496
0.94868,-0.94868,0.91619,-0.98068
0.94868,-0.94868,0.87972,-0.97283
-0.31623,-0.94868,-0.42169,-1.0214
-0.31623,0.94868,-0.27568,1.0859
0.31623,-0.31623,0.26219,-0.24547
0.31623,0.31623,0.41168,0.27384
0.31623,0.31623,0.32485,0.35242
-0.94868,0.94868,-0.94716,1.0116
0.94868,0.94868,1.0156,1.0468
0.31623,0.31623,0.42561,0.30208
0.94868,-0.31623,0.8753,-0.20377
0.94868,0.31623,0.98745,0.24394
0.94868,-0.31623,0.86933,-0.36899
0.94868,-0.31623,0.89304,-0.36031
-0.31623,0.31623,-0.2643,0.33356
-0.31623,0.94868,-0.40892,0.94308
-0.31623,0.31623,-0.32021,0.39134
-0.31623,0.31623,-0.36822,0.40089
0.31623,-0.94868,0.33891,-0.97575
-0.94868,0.94868,-0.96684,0.96124
-0.31623,-0.94868,-0.23869,-1.0518
-0.94868,0.94868,-0.95142,0.75335
0.94868,-0.94868,0.9058,-0.85415
0.31623,0.31623,0.33253,0.36849
-0.31623,-0.31623,-0.33206,-0.31819
0.94868,0.94868,0.88697,1.0484
-0.94868,0.94868,-0.93066,1.0809
-0.31623,-0.31623,-0.36399,-0.37297
-0.94868,0.94868,-1.0745,0.92152
-0.31623,0.31623,-0.33419,0.40541
0.31623,0.31623,0.31143,0.42128
-0.31623,-0.94868,-0.40711,-0.81713
-0.31623,-0.94868,-0.30865,-0.88085
0.94868,0.94868,0.88855,0.86741
-0.31623,-0.31623,-0.32638,-0.23298
0.31623,0.94868,0.34725,0.89739
0.31623,0.94868,0.26248,0.94243
-0.31623,-0.94868,-0.2316,-0.98105
-0.94868,-0.94868,-0.78707,-0.95617
-0.94868,-0.94868,-0.95473,-0.86661
0.94868,-0.94868,1.0776,-0.96105
0.31623,0.94868,0.37592,0.98876
0.94868,0.31623,0.93501,0.12416
-0.94868,0.94868,-0.9556,0.97194
0.31623,-0.31623,0.30677,-0.30602
-0.31623,0.31623,-0.30489,0.42607
0.94868,-0.31623,1.0366,-0.25026
-0.31623,-0.94868,-0.21372,-0.83994
0.31623,0.31623,0.30505,0.32022
-0.31623,0.31623,-0.30508,0.21993
0.31623,-0.31623,0.40744,-0.42836
0.94868,-0.31623,0.97248,-0.47202
0.94868,0.94868,0.94641,0.97116
0.94868,-0.31623,0.87733,-0.24043
0.31623,-0.31623,0.43012,-0.34354
-0.31623,-0.94868,-0.30605,-0.92376
0.31623,-0.94868,0.37741,-0.95254
0.94868,0.94868,0.87148,1.0163
0.94868,0.31623,0.86608,0.40044
0.94868,-0.94868,1.0027,-0.86962
-0.31623,0.94868,-0.42089,0.87363
-0.31623,0.31623,-0.28197,0.25198
-0.31623,-0.94868,-0.36995,-0.86164
-0.94868,0.31623,-0.9802,0.45483
0.94868,0.94868,0.96681,0.91255
-0.31623,-0.94868,-0.24174,-0.87938
0.94868,-0.94868,0.89342,-0.95027
0.94868,0.94868,0.93208,0.97954
-0.31623,0.94868,-0.3159,0.99915
-0.31623,-0.94868,-0.35113,-1.0471
0.94868,-0.31623,0.93166,-0.31242
0.31623,0.94868,0.30238,1.007
0.94868,0.31623,0.91992,0.34175
0.31623,0.94868,0.31313,0.88925
0.94868,-0.31623,0.98291,-0.15642
-0.31623,0.94868,-0.39202,0.87502
-0.94868,-0.31623,-0.88891,-0.19829
0.31623,-0.31623,0.36435,-0.29131
-0.94868,0.94868,-0.81769,1.0413
0.31623,0.94868,0.41059,0.9896
0.94868,0.31623,0.87423,0.32695
0.94868,-0.94868,0.92181,-1.0559
0.94868,0.31623,0.95174,0.37151
-0.94868,0.31623,-1.0551,0.4122
-0.31623,-0.94868,-0.35806,-0.99497
-0.94868,0.31623,-1.0108,0.33243
0.94868,0.31623,0.88458,0.39126
0.31623,-0.31623,0.45047,-0.37468
-0.94868,-0.31623,-0.95373,-0.33427
0.94868,-0.31623,1.0748,-0.35694
0.31623,0.94868,0.32527,0.87333
-0.94868,0.31623,-0.82625,0.28801
0.94868,-0.94868,0.95799,-0.95484
0.31623,-0.31623,0.40578,-0.21262
0.94868,-0.31623,0.97164,-0.34825
0.31623,-0.94868,0.36816,-1.0151
-0.31623,-0.94868,-0.35714,-0.97641
-0.94868,0.94868,-1.0302,0.83051
-0.94868,-0.31623,-0.95723,-0.30147
0.94868,-0.94868,0.8931,-0.84261
0.31623,-0.94868,0.39772,-0.91502
0.94868,0.31623,1.0335,0.33563
0.94868,0.31623,1.0371,0.40632
-0.94868,0.31623,-0.90979,0.28062
0.31623,0.31623,0.37638,0.47065
0.31623,0.94868,0.18098,0.94161
0.94868,0.94868,0.95162,0.97322
0.94868,-0.31623,0.94484,-0.42816
-0.31623,0.31623,-0.21447,0.25407
0.94868,-0.31623,0.94932,-0.43416
0.94868,-0.31623,0.93084,-0.33934
-0.94868,0.31623,-0.97742,0.23309
0.31623,-0.31623,0.22931,-0.18279
0.94868,-0.31623,0.88701,-0.24036
-0.94868,0.94868,-0.9191,0.87911
-0.31623,0.31623,-0.36077,0.43021
-0.31623,0.31623,-0.43975,0.26651
-0.94868,0.94868,-0.94378,1.0828
0.94868,-0.94868,1.0787,-1.0152
-0.31623,-0.31623,-0.37998,-0.30768
0.94868,0.94868,0.89065,0.94069
0.31623,0.31623,0.2937,0.32036
0.31623,-0.31623,0.25767,-0.33505
0.94868,0.31623,1.0319,0.52208
0.31623,-0.94868,0.2646,-0.97658
0.31623,-0.94868,0.28235,-0.97441
0.31623,0.94868,0.3217,0.83719
-0.31623,-0.94868,-0.34763,-0.94136
0.94868,0.94868,0.80366,1.1563
0.94868,-0.31623,0.89161,-0.35027
-0.31623,-0.94868,-0.38748,-0.93398
-0.31623,-0.94868,-0.27678,-0.99448
-0.94868,0.31623,-0.99607,0.34239
-0.31623,0.94868,-0.16602,1.0773
0.94868,0.94868,1.0347,0.91648
-0.31623,-0.31623,-0.34808,-0.37431
0.94868,0.31623,0.84967,0.35697
-0.31623,-0.94868,-0.33358,-0.99496
0.31623,0.94868,0.27693,0.93683
0.31623,0.31623,0.34576,0.36817
-0.94868,-0.31623,-1.0379,-0.43651
0.31623,-0.31623,0.28504,-0.33639
-0.31623,-0.94868,-0.32122,-0.89654
0.31623,-0.31623,0.38863,-0.3271
-0.31623,-0.31623,-0.24715,-0.36814
0.31623,-0.31623,0.19827,-0.44504
0.94868,-0.94868,0.96751,-0.92953
-0.31623,-0.31623,-0.1801,-0.22255
0.94868,0.94868,0.7687,0.94837
0.94868,-0.31623,0.99577,-0.32052
-0.31623,-0.31623,-0.23894,-0.35224
0.94868,0.94868,1.0008,0.90134
-0.31623,-0.31623,-0.35368,-0.30486
-0.31623,-0.94868,-0.3398,-0.84953
-0.31623,0.31623,-0.36496,0.1927
-0.94868,-0.94868,-0.97182,-1.0286
0.94868,-0.31623,0.82499,-0.32581
0.31623,-0.31623,0.29539,-0.36616
-0.31623,0.31623,-0.32323,0.28891
0.31623,0.94868,0.36605,0.83332
-0.31623,-0.31623,-0.33507,-0.059578
-0.94868,0.94868,-0.96924,0.86351
-0.31623,-0.94868,-0.26791,-0.99795
-0.31623,0.94868,-0.31063,0.91733
0.94868,-0.94868,0.95025,-0.9852
0.94868,-0.94868,0.80296,-1.0437
0.31623,0.31623,0.34448,0.36626
-0.94868,-0.94868,-0.83012,-0.99097
0.94868,0.94868,0.89948,1.0584
0.31623,0.31623,0.40064,0.42895
0.94868,0.94868,0.94285,1.0174
0.94868,0.94868,1.0654,0.91772
0.94868,0.94868,0.84989,0.96877
0.31623,0.94868,0.27964,0.92263
0.94868,-0.94868,1.0678,-0.87743
-0.94868,-0.94868,-0.93768,-0.89963
-0.31623,0.94868,-0.35987,0.95206
0.94868,-0.94868,0.92588,-0.86315
0.31623,0.94868,0.32257,0.94142
-0.94868,-0.94868,-0.94308,-1.0043
0.31623,-0.94868,0.4759,-0.81443
-0.31623,0.94868,-0.27619,1.0295
0.31623,0.94868,0.42356,1.0875
0.31623,-0.94868,0.29786,-0.99407
0.31623,0.31623,0.25077,0.34376
-0.94868,-0.31623,-0.87854,-0.3425
0.31623,0.94868,0.28675,0.7644
-0.94868,-0.31623,-0.93554,-0.24926
-0.31623,-0.94868,-0.41617,-0.92999
-0.31623,0.31623,-0.3811,0.49948
0.31623,0.31623,0.36833,0.31305
-0.94868,-0.94868,-0.95155,-0.89059
0.94868,-0.31623,0.96994,-0.30339
-0.31623,0.94868,-0.39357,1.0274
-0.94868,-0.31623,-0.96876,-0.27666
0.94868,0.94868,1.0041,0.80446
0.31623,0.31623,0.30946,0.34019
-0.31623,-0.94868,-0.24007,-0.96513
-0.31623,0.31623,-0.2846,0.31802
-0.31623,-0.94868,-0.32036,-0.91561
-0.94868,0.94868,-1.0008,0.937
0.31623,0.31623,0.21577,0.35808
0.94868,-0.94868,0.87416,-0.94462
-0.31623,0.31623,-0.18103,0.39357
-0.31623,0.94868,-0.32577,0.84715
0.94868,0.94868,0.88482,1.0016
0.31623,-0.31623,0.39405,-0.31564
0.31623,-0.31623,0.39554,-0.41634
-0.94868,-0.31623,-1.0156,-0.31594
-0.31623,0.31623,-0.24169,0.33619
0.94868,-0.94868,0.84763,-0.97042
-0.94868,-0.94868,-1.1025,-0.90754
-0.94868,0.94868,-0.84209,0.80483
0.94868,0.31623,0.88288,0.28724
-0.94868,-0.94868,-1.0882,-0.80298
0.31623,-0.94868,0.34473,-0.89744
-0.31623,0.94868,-0.29075,0.85306
0.94868,0.94868,1.1638,0.89546
-0.31623,0.31623,-0.39296,0.28693
0.31623,0.94868,0.40443,1.0418
-0.31623,0.31623,-0.3869,0.20937
0.31623,0.94868,0.34873,0.89043
-0.94868,-0.94868,-1.0545,-0.9665
-0.31623,0.94868,-0.4347,0.98727
-0.31623,-0.94868,-0.34893,-0.90481
0.94868,0.31623,0.91201,0.30892
-0.94868,0.31623,-1.0162,0.33023
0.94868,0.94868,0.91031,0.78274
-0.94868,-0.94868,-0.99101,-1.0591
0.94868,0.94868,0.91111,0.95246
-0.94868,0.94868,-0.96592,0.91314
0.94868,0.31623,0.82257,0.28946
0.31623,-0.94868,0.26098,-0.9318
-0.94868,-0.94868,-0.96908,-1.1587
-0.94868,-0.31623,-0.90614,-0.23392
-0.31623,0.31623,-0.21637,0.22999
0.31623,-0.31623,0.47807,-0.36832
-0.31623,0.31623,-0.14094,0.29788
-0.94868,0.94868,-0.94164,0.93744
-0.94868,-0.31623,-0.779,-0.27156
-0.31623,0.94868,-0.34923,0.80079
0.31623,0.31623,0.28955,0.4317
0.31623,-0.31623,0.46165,-0.1336
0.31623,0.94868,0.23169,0.98539
0.94868,-0.31623,1.0066,-0.226
0.94868,0.94868,0.96772,0.96771
-0.31623,-0.94868,-0.37507,-0.82579
0.94868,0.31623,1.0339,0.30238
-0.94868,-0.94868,-0.97535,-0.96684
-0.31623,0.31623,-0.23932,0.25813
-0.94868,0.94868,-0.95353,0.9982
-0.31623,0.31623,-0.34035,0.32225
0.31623,-0.94868,0.37799,-0.97412
0.31623,0.31623,0.36515,0.19144
-0.94868,-0.31623,-0.96278,-0.42597
0.31623,-0.94868,0.35371,-0.99382
-0.31623,-0.31623,-0.35221,-0.28614
0.31623,-0.31623,0.33952,-0.36266
0.94868,0.31623,0.81102,0.37778
0.31623,-0.94868,0.33076,-0.93117
0.31623,-0.94868,0.32574,-0.91697
0.31623,0.31623,0.22243,0.32847
0.31623,0.94868,0.17339,1.0434
-0.31623,0.31623,-0.32658,0.30378
-0.94868,-0.94868,-0.89079,-1.0584
0.31623,0.94868,0.36771,0.91811
-0.94868,-0.31623,-0.97997,-0.34577
-0.94868,0.31623,-0.91324,0.38511
-0.31623,0.31623,-0.28442,0.4891
-0.31623,0.94868,-0.37139,0.93831
0.94868,-0.31623,0.89576,-0.3235
0.31623,-0.94868,0.34754,-0.97792
0.31623,-0.31623,0.30665,-0.25367
-0.94868,0.94868,-0.93693,0.87608
0.94868,-0.31623,0.93694,-0.35379
0.94868,0.31623,0.80748,0.31016
-0.31623,0.31623,-0.25849,0.28864
0.94868,-0.94868,0.92554,-0.97149
-0.31623,0.31623,-0.18472,0.18831
-0.31623,-0.31623,-0.29456,-0.31933
-0.31623,0.31623,-0.26206,0.2594
-0.94868,0.94868,-1.0097,0.93214
0.94868,-0.31623,0.93478,-0.31613
-0.94868,0.31623,-0.86153,0.31578
0.94868,0.94868,0.90711,0.87664
0.94868,0.31623,0.90071,0.31008
-0.94868,-0.94868,-0.98826,-0.95609
0.31623,-0.94868,0.30575,-0.96025
0.31623,0.31623,0.31399,0.27185
-0.94868,-0.94868,-0.91316,-0.82895
-0.94868,-0.31623,-0.82267,-0.27225
0.31623,0.31623,0.24444,0.30531
0.31623,-0.94868,0.3033,-0.9039
0.31623,-0.31623,0.38449,-0.29882
-0.31623,0.31623,-0.46049,0.25843
-0.31623,0.94868,-0.40487,0.83715
0.94868,-0.31623,1.0472,-0.34155
-0.31623,-0.94868,-0.3512,-1.0085
0.31623,-0.94868,0.24144,-0.99001
0.94868,-0.31623,0.90752,-0.4133
0.94868,-0.31623,0.97841,-0.34002
-0.94868,-0.94868,-0.92067,-0.98582
-0.31623,-0.94868,-0.38981,-0.97886
0.31623,0.94868,0.34155,0.87213
0.94868,-0.31623,0.93318,-0.41362
-0.31623,-0.94868,-0.23973,-0.95031
0.94868,0.31623,0.9084,0.36024
-0.94868,-0.94868,-0.87545,-0.95448
-0.94868,0.31623,-1.0972,0.30724
-0.94868,-0.31623,-1.0451,-0.40513
0.94868,-0.94868,0.84252,-0.86731
0.31623,-0.94868,0.26587,-0.95049
-0.31623,0.94868,-0.3019,0.90948
-0.31623,0.31623,-0.36491,0.29391
0.94868,-0.31623,0.90136,-0.33567
-0.31623,-0.31623,-0.3507,-0.41346
-0.94868,-0.31623,-0.99933,-0.14563
0.94868,-0.31623,0.89668,-0.29302
-0.94868,0.31623,-0.94214,0.38691
-0.31623,0.94868,-0.30116,1.1181
0.94868,-0.94868,0.80548,-0.93684
-0.31623,-0.94868,-0.39689,-0.92696
0.31623,0.31623,0.40462,0.42639
-0.94868,0.94868,-0.94063,1.0403
-0.94868,0.31623,-0.88998,0.31676
-0.94868,0.31623,-1.0086,0.28969
0.94868,-0.31623,0.89067,-0.46241
-0.94868,-0.31623,-0.98873,-0.42774
-0.31623,-0.94868,-0.22184,-0.87919
0.31623,-0.94868,0.39996,-0.98378
-0.94868,0.94868,-0.85345,1.0152
0.94868,0.31623,1.0209,0.14959
-0.94868,0.31623,-0.92613,0.30486
0.94868,-0.31623,0.98107,-0.37058
0.31623,-0.31623,0.15742,-0.37916
0.31623,0.94868,0.43783,0.82471
0.94868,0.94868,0.93115,0.95508
-0.31623,0.94868,-0.3107,0.96522
-0.31623,-0.31623,-0.36087,-0.32477
0.31623,-0.31623,0.43931,-0.36891
0.31623,0.31623,0.28595,0.20399
0.94868,0.31623,0.901,0.36854
0.31623,-0.31623,0.35712,-0.32031
0.94868,-0.31623,0.88085,-0.26261
-0.94868,0.94868,-0.85138,0.74738
0.94868,0.94868,0.85365,1.068
-0.31623,0.31623,-0.22169,0.28233
0.94868,-0.94868,0.95426,-0.89186
0.94868,0.94868,1.0127,0.97556
-0.94868,0.94868,-0.9887,0.95641
-0.31623,0.31623,-0.39192,0.24954
-0.31623,0.94868,-0.3331,1.0557
-0.94868,0.31623,-0.99264,0.30388
-0.94868,-0.31623,-0.91801,-0.28733
0.31623,-0.94868,0.35987,-1.0334
0.94868,0.94868,0.88462,0.92897
-0.31623,0.31623,-0.34645,0.39312
-0.31623,-0.31623,-0.36458,-0.3663
0.94868,-0.31623,0.91816,-0.24027
0.94868,-0.31623,0.98541,-0.25822
0.94868,-0.31623,0.94631,-0.32594
-0.31623,0.31623,-0.3514,0.30507
0.94868,0.31623,0.97492,0.46457
0.94868,0.31623,0.93622,0.37466
0.94868,-0.31623,0.89546,-0.39585
-0.94868,-0.94868,-0.92449,-0.91654
-0.94868,0.94868,-0.93575,0.99285
0.94868,0.94868,0.90367,0.96933
0.94868,0.31623,1.0026,0.34454
0.94868,-0.94868,1.0103,-0.94555
0.94868,-0.94868,0.9202,-0.98698
0.94868,-0.94868,0.91554,-1.0747
-0.94868,-0.31623,-0.96639,-0.17127
0.31623,-0.31623,0.33791,-0.28589
0.31623,-0.31623,0.32816,-0.41121
0.31623,0.31623,0.27133,0.36322
0.31623,-0.31623,0.45964,-0.36926
0.31623,0.31623,0.35261,0.22379
-0.94868,0.31623,-0.87777,0.29478
0.31623,-0.31623,0.26211,-0.23169
-0.94868,-0.94868,-0.84649,-0.93713
0.31623,-0.94868,0.40462,-1.0132
0.31623,0.94868,0.38698,0.88348
0.94868,-0.31623,0.84853,-0.45221
0.31623,0.94868,0.33031,0.8238
-0.94868,0.31623,-0.87043,0.30136
-0.31623,0.31623,-0.45628,0.32855
0.31623,-0.31623,0.35724,-0.37147
-0.94868,-0.31623,-0.84888,-0.34368
-0.94868,0.94868,-0.90374,0.84332
-0.31623,-0.31623,-0.36679,-0.38905
-0.94868,-0.31623,-0.94942,-0.32781
0.31623,-0.94868,0.25175,-0.80783
0.94868,-0.94868,0.99292,-0.91953
-0.94868,-0.31623,-0.91184,-0.34557
0.94868,0.31623,0.91528,0.37789
0.94868,-0.31623,0.81341,-0.35698
0.94868,-0.31623,0.89483,-0.28924
0.94868,0.31623,0.89411,0.29451
0.94868,0.94868,0.99514,0.96461
-0.94868,-0.94868,-1.0273,-0.97871
0.94868,0.31623,0.90178,0.25098
-0.94868,-0.31623,-0.87618,-0.24768
0.94868,0.94868,0.92488,0.96549
0.94868,-0.94868,0.96454,-0.89565
0.94868,0.94868,0.92552,0.82581
0.31623,-0.31623,0.25277,-0.32411
0.31623,0.94868,0.41926,0.9715
-0.94868,-0.31623,-0.95975,-0.34421
-0.31623,-0.31623,-0.1774,-0.47143
0.94868,0.31623,1.0296,0.33902
-0.94868,-0.94868,-1.0438,-1.0401
-0.31623,-0.94868,-0.32732,-0.94573
-0.94868,-0.94868,-0.89607,-0.94835
-0.94868,0.94868,-0.86604,1.0314
-0.94868,0.31623,-0.92799,0.363
0.31623,0.31623,0.31563,0.38035
-0.31623,-0.94868,-0.26485,-1.0124
0.31623,-0.31623,0.3211,-0.28031
0.31623,-0.31623,0.48713,-0.39027
0.31623,0.94868,0.29279,0.94264
-0.94868,-0.94868,-0.90252,-0.99609
-0.31623,-0.31623,-0.35351,-0.19462
-0.31623,0.94868,-0.26061,0.88099
0.31623,-0.31623,0.34564,-0.38402
0.94868,0.94868,0.962,1.0202
-0.94868,-0.31623,-0.94734,-0.38418
-0.31623,0.94868,-0.29411,1.0458
0.94868,-0.94868,0.8889,-0.95378
0.31623,-0.94868,0.31363,-0.93024
0.94868,0.94868,1.0272,0.95332
-0.94868,0.94868,-1.0068,1.1144
-0.94868,-0.94868,-0.96167,-0.96802
0.31623,0.31623,0.28636,0.31912
0.94868,-0.94868,1.0158,-1.0758
-0.31623,-0.31623,-0.41257,-0.44889
0.94868,-0.31623,0.87165,-0.25146
-0.31623,-0.94868,-0.32104,-0.81333
-0.94868,-0.31623,-1.0144,-0.31651
-0.31623,0.31623,-0.30471,0.34331
-0.31623,0.31623,-0.35154,0.45536
-0.94868,0.94868,-0.83211,0.85674
-0.31623,-0.31623,-0.24463,-0.41829
-0.31623,0.94868,-0.39506,1.0618
-0.31623,0.31623,-0.19277,0.27122
-0.31623,-0.94868,-0.40112,-0.96237
0.31623,-0.31623,0.26417,-0.36487
-0.31623,-0.31623,-0.41005,-0.239
-0.31623,-0.31623,-0.29511,-0.29433
0.31623,0.31623,0.26716,0.23822
0.31623,-0.31623,0.22658,-0.20111
-0.94868,-0.31623,-0.86927,-0.29821
-0.31623,0.31623,-0.28306,0.32908
0.94868,0.31623,0.93876,0.28935
0.31623,0.31623,0.31767,0.31235
0.31623,-0.31623,0.30935,-0.42233
0.94868,-0.94868,0.95091,-0.9989
0.94868,0.31623,0.92676,0.26938
-0.94868,0.94868,-0.91478,0.97424
-0.94868,0.31623,-0.83164,0.34947
0.94868,-0.94868,0.95946,-0.92891
0.94868,0.31623,0.95844,0.15166
0.31623,0.31623,0.35987,0.43561
0.31623,0.94868,0.10577,0.86568
-0.94868,-0.31623,-0.99096,-0.4625
0.94868,-0.94868,0.93664,-0.95181
0.31623,0.94868,0.37161,0.95655
0.94868,0.31623,0.8647,0.39743
-0.94868,-0.31623,-1.0215,-0.22662
-0.31623,-0.31623,-0.30805,-0.31252
-0.31623,0.94868,-0.26249,1.083
0.31623,-0.94868,0.31883,-0.97616
